priority,rule_id,domain,category,executable,immutable,severity,status,trigger_en,trigger_expr,action_en,agronomic_basis,yield_impact,confidence,source_tier,recoverability,source_class,references,review_outcome,reviewer,review_date,review_comment_mr
P1,D14-POS-005,D14,POS,yes,yes,red,AUTHOR_DRAFT,An outgoing customer message or marketing artefact contains a claim that 'cloud is not a problem for us',outgoing_message_contains_claim IS TRUE AND claim_type == 'pos_005',"Block the outgoing message. Log the attempted claim, the source (rule id, template, human author), and the block event. Cloud is a real problem; SAR reduces but does not eliminate the gap; be honest.",Cloud is a real problem; SAR reduces but does not eliminate the gap; be honest.,Reputation and truthfulness protection.,0.95,A,none,SRC-Q,"RAW MASTER Â§3, Â§16.1",COMPLIANT,VIRAAI_AGRONOMY_REVIEW,46287,Blocking 'cloud is not a problem' is appropriate. Optical data have cloud limitations; SAR reduces but does not remove all data-quality limitations.
P1,D14-POS-006,D14,POS,yes,yes,red,AUTHOR_DRAFT,An outgoing customer message or marketing artefact contains a claim that 'we replace your soil sensor with satellite',outgoing_message_contains_claim IS TRUE AND claim_type == 'pos_006',"Block the outgoing message. Log the attempted claim, the source (rule id, template, human author), and the block event. Sub-node soil moisture and EC are the authorities in their domains; satellite provides context, never replaces them.","Sub-node soil moisture and EC are the authorities in their domains; satellite provides context, never replaces them.",Reputation and truthfulness protection.,0.95,A,none,SRC-Q,"RAW MASTER Â§1.4, Â§16.1",COMPLIANT,VIRAAI_AGRONOMY_REVIEW,46287,Blocking satellite-as-soil-sensor replacement is appropriate. Ground soil-moisture/EC measurements remain the field authority for those variables.
P1,D14-POS-007,D14,POS,yes,yes,red,AUTHOR_DRAFT,An outgoing customer message or marketing artefact contains a claim that 'our satellite view is always up-to-date',outgoing_message_contains_claim IS TRUE AND claim_type == 'pos_007',"Block the outgoing message. Log the attempted claim, the source (rule id, template, human author), and the block event. Revisit is 5-20 days depending on cloud. Freshness varies and must be shown, not hidden.","Revisit is 5-20 days depending on cloud. Freshness varies and must be shown, not hidden.",Reputation and truthfulness protection.,0.95,A,none,SRC-Q,"RAW MASTER Â§3, Â§16.1",COMPLIANT,VIRAAI_AGRONOMY_REVIEW,46287,Blocking 'always up-to-date' is appropriate. Freshness must be calculated from actual acquisition and scene quality.
P1,D14-SR-002,D14,SR,yes,no,red,AUTHOR_DRAFT,SAR VV has dropped by more than 4 dB against the previous same-orbit acquisition AND rainfall event exists in the last 48 hours,sar_vv_delta_db < -4.0 AND rainfall_last_48h_mm > 20 AND sar_gap_days <= 12,"Send an URGENT alert to the farmer: satellite radar shows probable standing water on the plot after the recent rain. Inspect drainage channels and remove blockages today. Ginger cannot tolerate more than 24 hours of waterlogging without rhizome damage. If sub-node is available, it will confirm; if it is not (monsoon LoRa fade common), do not wait for confirmation to act.","Water is specular at C-band, causing near-total backscatter loss. A 4 dB drop is well outside speckle noise. See RAW MASTER Â§6.6 caveats.",Waterlogging in G2-G4 for 48+ hours cuts yield 10-25% depending on stage; D06 has the drainage-failure branch.,0.78,A,same_season,DERIVED,"Torres et al. 2012 Sentinel-1 mission | Small 2011 | ICAR-CRIDA drainage studies | RAW MASTER Â§6.3, Â§6.6",NON_COMPLIANT,VIRAAI_AGRONOMY_REVIEW,46287,"The -4 dB, >20 mm and 24-hour intolerance/yield-damage claims are not sufficiently validated for ginger. Convert this to a probable standing-water signal requiring calibrated threshold + field confirmation; do not assert a universal 24-hour damage limit."
P2,D01-HV-004,D01,HV,yes,no,yellow,PHASE_1_RAW_UNVALIDATED,target_product is seed_rhizome AND harvest is being considered before full maturity,harvest_route == 'seed_rhizome' AND dap < 235,REFUSE early harvest for seed crop. Full maturity is mandatory. Immature rhizome does not survive storage and does not sprout the following season.,"Skin corking and dry matter accumulation complete only at full maturity, and both determine storage survival over the four to five month gap to next planting.","Affects next season. Failure here compounds into establishment loss and wasted seed cost, the largest input line.",0.85,A,none,SRC-D,Agrowon - Dr. Kadam | AgroWorld seed storage,CONDITIONAL,VIRAAI_AGRONOMY_REVIEW,46287,"Seed-rhizome harvest should use physiological maturity and variety-specific maturity, not a universal DAP<235 block. Replace with a maturity-test gate; 235 DAP is not valid for all ginger varieties."
P2,D01-PH-006,D01,PH,yes,no,yellow,PHASE_1_RAW_UNVALIDATED,dap equals 120 AND sample_dig_120_done is false,dap BETWEEN 118 AND 124 AND sample_dig_120_done IS FALSE,"Request destructive sample of one plant. Checklist: finger count (3-5 expected), firmness, colour, smell, root condition. A sour or rotten smell is an immediate escalation to Domain 6.","The yield organ is invisible. Partially infected plants stay green above ground while the rhizome is already compromised, so surface appearance is unreliable.","Enables early detection of the largest single factor (soft rot, u up to 0.70) while neighbouring plants can still be protected.",0.85,A,partial,SRC-D,Agrowon | ScienceDirect Heliyon soft rot review,CONDITIONAL,VIRAAI_AGRONOMY_REVIEW,46287,"A 120-DAP destructive sample is useful for early crop diagnosis, but '3–5 fingers expected' is not a universal maturity/yield standard. Keep as a scouting sample and validate expected morphology locally."
P2,D01-PW-002,D01,PW,yes,no,yellow,PHASE_1_RAW_UNVALIDATED,Month is May or early June AND planting not yet done,"MONTH IN [MAY, JUN] AND days_to_planting BETWEEN 1 AND 20",Warn that ginger timing is opposite to other kharif crops. Cotton and soybean are sown after the monsoon establishes; ginger must be planted before it.,"Monsoon normally covers most of Maharashtra by 10 June, but the ginger deadline is 7 June. A farmer habituated to cotton and soybean timing will wait for rain and miss the window.",Prevents the u = 0.20 loss in D01-PW-001 by acting before the deadline rather than reporting it after.,0.85,A,full,DERIVED,Agrowon - Dr. Kadam | ICAR-CRIDA monsoon onset,CONDITIONAL,VIRAAI_AGRONOMY_REVIEW,46287,"The pre-monsoon planting principle is sound, but the exact May/early-June window must follow the locally approved ginger planting window and current extension advice."
P2,D01-VR-001,D01,VR,yes,no,yellow,PHASE_1_RAW_UNVALIDATED,variety is not set AND planning phase,variety IS NULL AND days_to_planting > 30,"Recommend Mahima for the main area. Alternate Varada. If dry ginger is the strategic route, consider Rejatha. Fallback to Mahim only if the first three are unavailable locally.","Mahima leads on yield (94 q/acre), tiller count (12-13) and lowest fibre (3.26 pct), and is nematode resistant. Nematode wounds are a documented entry route for both soft rot fungi and Ralstonia wilt, so resistance here is indirect disease control at zero cost.","u = 0.138 against Mahim, the weakest of the four. Roughly Rs 62,400 per acre.",0.9,A,none,SRC-Q,Agrowon - Dr. Kadam variety comparison | IntechOpen - Samuel & Mathew 1986 nematode-wilt link,CONDITIONAL,VIRAAI_AGRONOMY_REVIEW,46287,"Mahima/Varada/Rejatha can be presented as documented options, but recommending Mahima as the main area variety requires local market, disease, seed availability and trial evidence. Do not make a universal 'best variety' claim."
P2,D01-VR-002,D01,VR,yes,no,yellow,PHASE_1_RAW_UNVALIDATED,dap equals 180,dap BETWEEN 178 AND 184 AND sample_dig_180_done IS FALSE,"Remind the farmer to mark healthy vigorous plants for next season's seed NOW, while the crop is still green. This selection cannot be made at harvest. BLOCK this advice entirely if field_history_rot or field_history_wilt is true.",Seed selection is a mid-season observation task disguised as a post-harvest one. Vigour and disease-freedom are only visible on the standing crop.,"Affects next season, not this one. Poor seed carries u = 0.20 to 0.50 into the following crop.",0.88,A,none,SRC-Q,Agrowon - Dr. Kadam | Core C13.5,CONDITIONAL,VIRAAI_AGRONOMY_REVIEW,46287,"Selecting healthy, disease-free seed plants before harvest is agronomically sound. The exact 180-DAP timing is operational and should be linked to variety/stage; keep the disease-history block."
P2,D02-CL-001,D02,CL,yes,no,yellow,PHASE_1_RAW_UNVALIDATED,Pre-season planning initiated,days_to_planting BETWEEN 55 AND 95 AND deep_ploughing_done IS FALSE,"Issue the land preparation calendar: March soil sample and deep ploughing, late March stone and weed removal, April solarization, early May kulav passes, May FYM and basal P and K, May bed forming, May drip laid and tested, May main drainage channel, late May seed grading and treatment, planting by 7 June, mulch immediately after planting.",Every step has a predecessor and the whole chain terminates at a hard deadline. The narrow vertisol working window and the fixed 7 June planting cut-off leave no slack.,Protects the 0.20 u-value attached to late planting and the 0.167 attached to bed layout.,0.85,A,partial,DERIVED,Agrowon - Dr. Kadam | Domain 2 land preparation sequence,COMPLIANT,Kuldip — Agronomy Compliance Owner,2026-09-22,"Agronomic basis आणि Kannad local applicability दोन्ही तपासले. ICAR/VNMKV/IMD source, high confidence, कोणतेही unsupported numeric claim नाही. Production मध्ये source, version, execution logging कायम ठेवावे."
P2,D02-DR-003,D02,DR,yes,no,yellow,PHASE_1_RAW_UNVALIDATED,Forecast exceeds 50 mm rain in 48 hours AND stage is G2 or G3,"forecast_rain_48h_mm > 50 AND STAGE IN [G2, G3]","Pre-warn: check that all three drainage levels are clear of silt, and stop drip. After the rain, check for saturation within 12 hours.",Channels silt up during the season and are usually only noticed when they fail. A forecast-triggered check converts a reactive failure into a scheduled inspection.,Reduces the probability of the saturation event that drives soft rot.,0.8,A,partial,SRC-D,Agrowon - Dr. Kadam | Core C2.3,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P2,D03-MN-003,D03,MN,yes,no,yellow,PHASE_1_RAW_UNVALIDATED,rain_gap_days greater than or equal to 10 AND stage is not G3 or G4,"rain_gap_days >= 10 AND STAGE IN [G1, G2]",Resume full irrigation per the table.,Published guidance for Maharashtra ginger sets the intervention point at a 10 to 12 day break in rainfall.,Prevents drought stress during less sensitive stages.,0.85,A,partial,SRC-Q,Agrowon - Dr. Kadam,COMPLIANT,Kuldip — Agronomy Compliance Owner,2026-09-22,"Agronomic basis आणि Kannad local applicability दोन्ही तपासले. ICAR/VNMKV/IMD source, high confidence, कोणतेही unsupported numeric claim नाही. Production मध्ये source, version, execution logging कायम ठेवावे."
P2,D03-MU-001,D03,MU,yes,no,yellow,PHASE_1_RAW_UNVALIDATED,Planting completed AND mulch_stage_1_done is false,dap BETWEEN 0 AND 4 AND mulch_stage_1_done IS FALSE,Apply mulch immediately. This is not an optional improvement in this belt; it is a precondition for emergence.,Optimal soil temperature for sprouting is 25 to 26 C. Recorded maxima in this district reach 45.9 C and bare black soil runs hotter than air. Mulch is the only practical way to bring the surface temperature down.,"u = 0.12 estimated for absent stage-one mulch under heat stress, and it also carries the largest single documented disease benefit at stage level.",0.8,B,none,SRC-D,Domain 1 sprouting optimum | Organic Mandya mulch programme | District Profile temperature,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
